Provinces	Sex	Period	Total
08 Barcelona	Both genders	2013	83.06
08 Barcelona	Both genders	2012	82.57
08 Barcelona	Both genders	2011	82.66
08 Barcelona	Both genders	2010	82.34
08 Barcelona	Both genders	2009	81.98
08 Barcelona	Both genders	2008	81.69
08 Barcelona	Both genders	2007	81.40
08 Barcelona	Both genders	2006	81.38
08 Barcelona	Both genders	2005	80.54
08 Barcelona	Both genders	2004	80.74
08 Barcelona	Both genders	2003	80.05
08 Barcelona	Both genders	2002	80.15
08 Barcelona	Both genders	2001	79.87
08 Barcelona	Both genders	2000	79.71
08 Barcelona	Both genders	1999	79.00
08 Barcelona	Both genders	1998	79.20
08 Barcelona	Both genders	1997	78.92
08 Barcelona	Both genders	1996	78.65
08 Barcelona	Both genders	1995	78.33
08 Barcelona	Both genders	1994	78.27
08 Barcelona	Both genders	1993	77.84
08 Barcelona	Both genders	1992	77.52
08 Barcelona	Both genders	1991	77.25
08 Barcelona	Both genders	1990	76.81
08 Barcelona	Both genders	1989	76.73
08 Barcelona	Both genders	1988	76.99
08 Barcelona	Both genders	1987	77.07
08 Barcelona	Both genders	1986	76.96
08 Barcelona	Both genders	1985	77.07
08 Barcelona	Both genders	1984	77.23
08 Barcelona	Both genders	1983	76.89
08 Barcelona	Both genders	1982	77.48
08 Barcelona	Both genders	1981	76.98
08 Barcelona	Both genders	1980	76.65
08 Barcelona	Both genders	1979	75.87
08 Barcelona	Both genders	1978	75.35
08 Barcelona	Both genders	1977	75.15
08 Barcelona	Both genders	1976	74.42
08 Barcelona	Both genders	1975	73.74
08 Barcelona	Males	2024	81.84
08 Barcelona	Males	2023	81.46
08 Barcelona	Males	2022	80.95
08 Barcelona	Males	2021	80.62
08 Barcelona	Males	2020	79.46
08 Barcelona	Males	2019	81.18
08 Barcelona	Males	2018	80.69
08 Barcelona	Males	2017	80.54
08 Barcelona	Males	2016	80.71
08 Barcelona	Males	2015	80.41
08 Barcelona	Males	2014	80.39
08 Barcelona	Males	2013	80.04
08 Barcelona	Males	2012	79.58
08 Barcelona	Males	2011	79.61
08 Barcelona	Males	2010	79.23
08 Barcelona	Males	2009	78.92
08 Barcelona	Males	2008	78.59
08 Barcelona	Males	2007	78.09
08 Barcelona	Males	2006	78.04
08 Barcelona	Males	2005	77.12
08 Barcelona	Males	2004	77.30
08 Barcelona	Males	2003	76.68
08 Barcelona	Males	2002	76.70
08 Barcelona	Males	2001	76.36
08 Barcelona	Males	2000	76.10
08 Barcelona	Males	1999	75.38
08 Barcelona	Males	1998	75.67
08 Barcelona	Males	1997	75.41
08 Barcelona	Males	1996	74.73
08 Barcelona	Males	1995	74.46
08 Barcelona	Males	1994	74.46
08 Barcelona	Males	1993	74.03
08 Barcelona	Males	1992	73.58
08 Barcelona	Males	1991	73.50
08 Barcelona	Males	1990	73.19
08 Barcelona	Males	1989	73.10
08 Barcelona	Males	1988	73.60
08 Barcelona	Males	1987	73.87
08 Barcelona	Males	1986	73.73
08 Barcelona	Males	1985	73.94
08 Barcelona	Males	1984	74.11
08 Barcelona	Males	1983	73.92
08 Barcelona	Males	1982	74.54
08 Barcelona	Males	1981	74.09
08 Barcelona	Males	1980	73.72
08 Barcelona	Males	1979	72.70
08 Barcelona	Males	1978	72.43
08 Barcelona	Males	1977	72.26
08 Barcelona	Males	1976	71.51
08 Barcelona	Males	1975	70.81
08 Barcelona	Females	2024	86.84
08 Barcelona	Females	2023	86.65
08 Barcelona	Females	2022	86.24
08 Barcelona	Females	2021	86.19
08 Barcelona	Females	2020	84.88
08 Barcelona	Females	2019	86.65
08 Barcelona	Females	2018	86.23
08 Barcelona	Females	2017	86.09
08 Barcelona	Females	2016	86.14
08 Barcelona	Females	2015	85.87
08 Barcelona	Females	2014	85.95
08 Barcelona	Females	2013	85.90
08 Barcelona	Females	2012	85.39
08 Barcelona	Females	2011	85.52
08 Barcelona	Females	2010	85.28
08 Barcelona	Females	2009	84.85
08 Barcelona	Females	2008	84.61
08 Barcelona	Females	2007	84.58
08 Barcelona	Females	2006	84.57
08 Barcelona	Females	2005	83.87
08 Barcelona	Females	2004	84.05
08 Barcelona	Females	2003	83.32
08 Barcelona	Females	2002	83.49
08 Barcelona	Females	2001	83.26
08 Barcelona	Females	2000	83.21
08 Barcelona	Females	1999	82.54
08 Barcelona	Females	1998	82.61
08 Barcelona	Females	1997	82.28
08 Barcelona	Females	1996	82.50
08 Barcelona	Females	1995	82.12
08 Barcelona	Females	1994	81.97
